Title,Title_URL,Image,counterowl,bags,Date,Price,displayflex,Info,Info1,limitline
"
						Bán nhà 3 tầng, Mỹ Đa Tây 1 Quận Ngũ Hành Sơn, giá rẻ chỉ từ 2 tỷ 800 tr là có nhà
					",https://nhadatvui.vn/ban-nha-rieng-phuong-khue-my-quan-ngu-hanh-son/ban-nha-3-tang-my-da-tay-11-quan-ngu-hanh-son-gia-re-chi-tu-2-ty-800-tr-la-co-nha1653707746,https://file.maumau.vn/public/nhadatvui/uploads/images/e63d229706ff332d49e7af7dbf2648cf.jpg,3,Bán,28/5/2022,2.8 tỷ,100 m² ,,,"
							Mỹ Đa Tây 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng
						"
"
						Bán nhà Phan Đinh Giót, Hà Đông 44m2 x 5T, 3.5 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-la-khe-quan-ha-dong/ban-nha-phan-dinh-giot-ha-dong-44m2-x-5t-3-5-ty1653707093,https://file.maumau.vn/public/nhadatvui/uploads/images/c81bb9b3a5f59c6552b0615e504fe498.jpg,3,Bán,28/5/2022,3.5 tỷ,44 m² ,4,,"
							Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội
						"
"
						(Bình Thạnh) HXH 120/ Phan Chu Trinh, 4.2 x 14m, 8.5 tỷ bớt. P2.
					",https://nhadatvui.vn/ban-nha-rieng-phuong-2-quan-binh-thanh/-binh-thanh-hxh-120-phan-chu-trinh-4-2-x-14m-8-5-ty-bot-p2-1653706287,https://file.maumau.vn/public/nhadatvui/uploads/images/3aca6c2272a170353869c388ed01e226.jpg,6,Bán,28/5/2022,8.5 tỷ,58 m² ,,,"
							Phan Chu Trinh, Phường 2, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Nhà 1 trệt 2 lầu TTTP Thuận An DT185M2 giá 1tỷ8
					",https://nhadatvui.vn/ban-nha-rieng-phuong-binh-chuan-tp-thuan-an/nha-1-tret-2-lau-tttp-thuan-an-dt185m2-gia-1ty81653705246,https://file.maumau.vn/public/nhadatvui/uploads/images/0e283bca6853dfb6c9c0b11290a68261.jpg,3,Bán,28/5/2022,1.8 tỷ,185 m² ,3,2,"
							DT743, Phường Bình Chuẩn, Tp. Thuận An, Bình Dương
						"
"
						Nhà Pháo Đài Láng, 55m2x4tầng, 3 ngủ, hơn 5 tỷ có tí
					",https://nhadatvui.vn/ban-nha-rieng-phuong-lang-thuong-quan-dong-da/nha-phao-dai-lang-55m2x4tang-3-ngu-hon-5-ty-co-ti1653705174,https://file.maumau.vn/public/nhadatvui/uploads/images/a30f4f792611ce6affbfb2fde403b645.jpg,3,Bán,28/5/2022,5.75 tỷ,55 m² ,3,3,"
							Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội
						"
"
						Nhà đẹp nở hậu, 2 tầng 134m2 mặt tiền Đô Đốc Lộc, Tân Phú chỉ 9 tỷ 179 triệu
					",https://nhadatvui.vn/ban-nha-rieng-phuong-tan-quy-quan-tan-phu/nha-dep-no-hau-2tang-134m2-mat-tien-do-doc-loc-tan-phu-chi-9-ty-179-trieu1653704808,https://file.maumau.vn/public/nhadatvui/uploads/images/f6ba63a55dc5d467217a08b546d44187.jpg,3,Bán,28/5/2022,9.13 tỷ,134 m² ,3,3,"
							Đô Đốc Lộc, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh
						"
"
						Bán nhà đang xây 1 trệt 2 lầu TP Thuận An SHR
					",https://nhadatvui.vn/ban-nha-rieng-phuong-binh-chuan-tp-thuan-an/ban-nha-dang-xay-1-tret-2-lau-tp-thuan-an-shr1653704403,https://file.maumau.vn/public/nhadatvui/uploads/images/79e6d29d0f37d76a1de455c5d5e63ca5.jpg,3,Bán,28/5/2022,2.25 tỷ,60 m² ,3,3,"
							683, Phường Bình Chuẩn, Tp. Thuận An, Bình Dương
						"
"
						Bán nhà 347/ Chu Văn An, 4x11m, 44m2, 5.2 tỷ bớt, P.11, Bình Thạnh
					",https://nhadatvui.vn/ban-nha-rieng-phuong-11-quan-binh-thanh/ban-nha-347-chu-van-an-4x11m-44m2-5-2-ty-bot-p-11-binh-thanh1653704004,https://file.maumau.vn/public/nhadatvui/uploads/images/4810e8e5232229dcab47e8d7466d30d9.jpg,4,Bán,28/5/2022,5.2 tỷ,44 m² ,,,"
							Chu Văn An, Phường 11, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Bán nhà Phố Lụa, Hà Đông 60m2 x 5T chỉ 4.2 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-quang-trung-quan-ha-dong/ban-nha-quang-trung-40m2x-5t-nhinh-3-ty-1653703794,https://file.maumau.vn/public/nhadatvui/uploads/images/4d392caffc5c17ad7817c04fcac7e163.jpg,4,Bán,28/5/2022,4.2 tỷ,60 m² ,4,,"
							Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội
						"
"
						Chính chủ chuyển nhượng mảnh đất tại Cao Phong, Hòa Bình
					",https://nhadatvui.vn/ban-nha-rieng-xa-tay-phong-huyen-cao-phong/chinh-chu-chuyen-nhuong-manh-dat-tai-cao-phong-hoa-binh1653703044,https://file.maumau.vn/public/nhadatvui/uploads/images/6da73c47713883144b2555812d3eaedc.jpg,4,Bán,28/5/2022,2 tỷ,"1,883 m² ",,,"
							QL12, Xã Tây Phong, Huyện Cao Phong, Hoà Bình
						"
"
						Chính chủ chuyển nhượng mảnh đất tại Tân Lạc, Hòa Bình
					",https://nhadatvui.vn/ban-nha-rieng-xa-phu-cuong-huyen-tan-lac/chinh-chu-chuyen-nhuong-manh-dat-tai-tan-lac-hoa-binh1653702815,https://file.maumau.vn/public/nhadatvui/uploads/images/cd6ea590563fb500533f0ba1a70a3fb0.jpg,3,Bán,28/5/2022,2.2 tỷ,"2,900 m² ",,,"
							QL6, Xã Phú Cường, Huyện Tân Lạc, Hoà Bình
						"
"
						Thống Nhất 34m2, giá tốt khu vực 3 tỷ, 4x8.5m, Phường 11, Gò Vấp.
					",https://nhadatvui.vn/ban-nha-rieng-phuong-11-quan-go-vap/thong-nhat-34m2-gia-tot-khu-vuc-3-ty-4x8-5m-phuong-11-go-vap-1653700561,https://file.maumau.vn/public/nhadatvui/uploads/images/980ff0dbd1aa0e165b80798802bd53da.jpg,3,Bán,28/5/2022,3 tỷ,34 m² ,,,"
							Thống Nhất, Phường 11, Quận Gò Vấp, Hồ Chí Minh
						"
"
						Hẻm Phạm Văn Chiêu 48m2 (4x12m), 2 tầng, 2PN, 2WC, chỉ 4.75 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-9-quan-go-vap/hem-pham-van-chieu-48m2-4x12m-2-tang-2pn-2wc-chi-4-75-ty1653698690,https://file.maumau.vn/public/nhadatvui/uploads/images/acd5e949e1a0a4af7921ad1029a87c15.jpg,5,Bán,28/5/2022,4.75 tỷ,48 m² ,,,"
							Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Hồ Chí Minh
						"
"
						Cần bán nhanh nhà riêng hẻm Nguyễn Huệ, Quy Nhơn
					",https://nhadatvui.vn/ban-nha-rieng-phuong-le-loi-tp-qui-nhon/can-ban-nhanh-nha-rieng-hem-nguyen-hue-quy-nhon1653663618,https://file.maumau.vn/public/nhadatvui/uploads/images/752366014c320bb5f120dfc250707ed9.jpg,3,Bán,27/5/2022,2.5 tỷ,38 m² ,Đông,,"
							Nguyễn Huệ , Phường Lê Lợi, Tp. Qui Nhơn, Bình Định
						"
"
						(Tân Bình) Sát Phú Nhuận, Lê Văn Sỹ, hẻm 3.5m, 38.5m2, 5.6 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-2-quan-tan-binh/-tan-binh-sat-phu-nhuan-le-van-sy-hem-3-5m-38-5m2-5-6-ty1653662555,https://file.maumau.vn/public/nhadatvui/uploads/images/05198e07ac3232cdd088c449965d5972.jpg,6,Bán,27/5/2022,5.6 tỷ,38 m² ,,,"
							Lê Văn Sỹ, Phường 2, Quận Tân Bình, Hồ Chí Minh
						"
"
						Bán nhà MT Phạm Hữu Lầu 6.25x29 ( CN 135m2) nở hậu trệt 3 lầu
					",https://nhadatvui.vn/ban-nha-rieng-phuong-phu-my-quan-7/ban-nha-mt-pham-huu-lau-6-25x29-cn-135m2-no-hau-tret-3-lau1653662219,https://file.maumau.vn/public/nhadatvui/uploads/images/1ed171bd4654debcfb82fc36ef0f405f.jpg,5,Bán,27/5/2022,30 tỷ,135 m² ,4,4,"
							Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh
						"
"
						Bán nhà 2 tầng 2PN, Đa Phước 8 Nam Việt Á quận Ngũ Hành Sơn, giá rẻ chỉ từ 2 tỷ 700 tr là có nhà
					",https://nhadatvui.vn/ban-nha-rieng-phuong-khue-my-quan-ngu-hanh-son/ban-nha-2-tang-2pn-da-phuoc-8-nam-viet-a-quan-ngu-hanh-son-gia-re-chi-tu-2-ty-700-tr-la-co-nha1653661419,https://file.maumau.vn/public/nhadatvui/uploads/images/b2cb8c23c5c0b0ce642a1306aa00f19a.jpg,3,Bán,27/5/2022,2.7 tỷ,100 m² ,,,"
							Đa Phước 8, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng
						"
"
						Nhà đẹp Bình Thạnh, 3.5x10m, 2 lầu, 4.5 tỷ, Nguyễn Thượng Hiền
					",https://nhadatvui.vn/ban-nha-rieng-phuong-5-quan-binh-thanh/nha-dep-binh-thanh-3-5x10m-2-lau-4-5-ty-nguyen-thuong-hien1653661376,https://file.maumau.vn/public/nhadatvui/uploads/images/b005bd0468e2397623be5ef2cd0fa2d6.jpg,6,Bán,27/5/2022,4.5 tỷ,35 m² ,,,"
							Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						(Bình Thạnh) bán nhà 3.2 x 9.4m, chỉ 3.5 tỷ, P.13, Bình Thạnh
					",https://nhadatvui.vn/ban-nha-rieng-phuong-13-quan-binh-thanh/-binh-thanh-ban-nha-3-2-x-9-4m-chi-3-5-ty-p-13-binh-thanh1653658492,https://file.maumau.vn/public/nhadatvui/uploads/images/8510d84f6111e97178101c4a38b26f3b.jpg,5,Bán,27/5/2022,3.5 tỷ,30 m² ,,,"
							Nơ Trang Long, Phường 13, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Bán nhà 2 tầng 2PN, Đa Phước 7 quận Ngũ Hành Sơn, giá chỉ từ 2 tỷ 500 triệu là có nhà
					",https://nhadatvui.vn/ban-nha-rieng-phuong-khue-my-quan-ngu-hanh-son/ban-nha-2-tang-2pn-da-phuoc-7-quan-ngu-hanh-son-gia-chi-tu-2-ty-500-trieu-la-co-nha1653658413,https://file.maumau.vn/public/nhadatvui/uploads/images/77c8dbceeed53455fc02a2c3628bd93d.jpg,3,Bán,27/5/2022,2.5 tỷ,90 m² ,,,"
							Đa Phước 7, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng
						"
"
						(Tân Bình P15) Huỳnh Văn Nghệ, 4x14m, 2 lầu, chỉ 5.5 tỷ bớt
					",https://nhadatvui.vn/ban-nha-rieng-phuong-15-quan-tan-binh/-tan-binh-p15-huynh-van-nghe-4x14m-2-lau-chi-5-5-ty-bot1653654787,https://file.maumau.vn/public/nhadatvui/uploads/images/edb1ceb37ef401e368e1abeb223dbb97.jpg,6,Bán,27/5/2022,5.5 tỷ,56 m² ,,,"
							Huỳnh Văn Nghệ, Phường 15, Quận Tân Bình, Hồ Chí Minh
						"
"
						Cần bán gấp nhà ở Hai Bà Trưng, nhà cực đẹp thoáng trước sau vĩnh viễn, nhà mặt ngõ.
					",https://nhadatvui.vn/ban-nha-rieng-phuong-tuong-mai-quan-hoang-mai/can-ban-gap-nha-o-hai-ba-trung-nha-cuc-dep-thoang-truoc-sau-vinh-vien-nha-mat-ngo-1653652792,https://file.maumau.vn/public/nhadatvui/uploads/images/59ac69c04febee8f3786c37c6a72b9af.jpg,7,Bán,27/5/2022,21.32 tỷ,56 m² ,4,4,"
							Đường Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội
						"
"
						(Tân Bình) P.7, Bành Văn Trân, 4.9 Tỷ, 4 lầu, ngang 6.6m
					",https://nhadatvui.vn/ban-nha-rieng-phuong-7-quan-tan-binh/-tan-binh-p-7-banh-van-tran-4-9-ty-4-lau-ngang-6-6m1653652442,https://file.maumau.vn/public/nhadatvui/uploads/images/a09d54006449fc1a1f086d0edba2d56c.jpg,6,Bán,27/5/2022,4.9 tỷ,39 m² ,,,"
							Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh
						"
"
						Nhà Nguyễn Đỗ Cung, chỉ 4.8 tỷ, 4x10m, 2 lầu, Tây Thạnh, Tân Phú
					",https://nhadatvui.vn/ban-nha-rieng-phuong-tay-thanh-quan-tan-phu/nha-nguyen-do-cung-chi-4-8-ty-4x10m-2-lau-tay-thanh-tan-phu1653650398,https://file.maumau.vn/public/nhadatvui/uploads/images/4a34cba632f68f122cfb6e59f799b57e.jpg,3,Bán,27/5/2022,4.8 tỷ,40 m² ,,,"
							Nguyễn Đỗ Cung, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh
						"
"
						Bán nhà mặt tiền Đỗ Thị Tâm, cạnh chợ Tân Hương, Q. Tân Phú. Giá 6,5 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-tan-quy-quan-tan-phu/ban-nha-mat-tien-do-thi-tam-canh-cho-tan-huong-q-tan-phu-gia-6-5-ty1653649520,https://file.maumau.vn/public/nhadatvui/uploads/images/2b2f57631c7f85bb7d64236e6273420e.jpg,3,Bán,27/5/2022,6.5 tỷ,48.70 m² ,2,1,"
							Đỗ Thị Tâm, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh
						"
"
						Bán nhà mặt tiền đường An Hải, phường Mân Thái, quận Sơn Trà.
					",https://nhadatvui.vn/ban-nha-rieng-phuong-man-thai-quan-son-tra/ban-nha-mat-tien-duong-an-hai-phuong-man-thai-quan-son-tra-1653648042,https://file.maumau.vn/public/nhadatvui/uploads/images/838d73730692dd8109c97cdc4a037235.jpg,3,Bán,27/5/2022,8.6 tỷ,100 m² ,,,"
							Đường An Hải 18, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng
						"
"
						Bán nhà Nguyễn Thượng Hiền, 3.7x11m, 2 lầu, 5.7 tỷ, P7, Phú Nhuận
					",https://nhadatvui.vn/ban-nha-rieng-phuong-7-quan-phu-nhuan/ban-nha-nguyen-thuong-hien-3-7x11m-2-lau-5-7-ty-p7-phu-nhuan1653647404,https://file.maumau.vn/public/nhadatvui/uploads/images/e6bbd6a8c9aee7a4d7c513d011eec66c.jpg,6,Bán,27/5/2022,5.7 tỷ,40 m² ,,,"
							Nguyễn Thượng Hiền, Phường 7, Quận Phú Nhuận, Hồ Chí Minh
						"
"
						(Bình Thạnh) 264/ Lê Quang Định, P7, 3 lầu, 3.4x12m, 4.8 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-7-quan-binh-thanh/-binh-thanh-264-le-quang-dinh-p7-3-lau-3-4x12m-4-8-ty1653646470,https://file.maumau.vn/public/nhadatvui/uploads/images/0fe328da419ce51bed3b6eaf3dd6ea7d.jpg,6,Bán,27/5/2022,4.8 tỷ,40 m² ,,,"
							Lê Quang Định, Phường 7, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Trung tâm quận 7, ngay Lotte Mart, sát bên khu Him Lam, chỉ 5 phút qua quận 1
					",https://nhadatvui.vn/ban-nha-rieng-phuong-tan-hung-quan-7/trung-tam-quan-7-ngay-lotte-makt-sat-ben-khu-him-lam-chi-5-phut-qua-quan-11653645284,https://file.maumau.vn/public/nhadatvui/uploads/images/55208775467de960d2dd2d2673c2a938.jpg,4,Bán,27/5/2022,3.65 tỷ,40 m² ,3,2,"
							Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh
						"
"
						Nhà mặt tiền lộ lớn 12m chính chủ gởi bán Tp.Dĩ An
					",https://nhadatvui.vn/ban-nha-rieng-phuong-tan-binh-tp-di-an/nha-mat-tien-lo-lon-12m-chinh-chu-goi-ban-tp-di-an1653645214,https://file.maumau.vn/public/nhadatvui/uploads/images/3dcd6e21002861d1f0b48deae2d57524.jpg,9,Bán,27/5/2022,5.45 tỷ,74 m² ,4,3,"
							Nguyễn Thị Tươi, Phường Tân Bình, Tp. Dĩ An, Bình Dương
						"
"
						Nhà sẹc hẻm Lê Quang Định, 4x8.1m, 3.25 tỷ, P.7, Bình Thạnh
					",https://nhadatvui.vn/ban-nha-rieng-phuong-7-quan-binh-thanh/nha-sec-hem-le-quang-dinh-4x8-1m-3-25-ty-p-7-binh-thanh1653645190,https://file.maumau.vn/public/nhadatvui/uploads/images/668de059f6fe88a1d5c160e0ed496d41.jpg,6,Bán,27/5/2022,3.25 tỷ,32 m² ,,,"
							Lê Quang Định, Phường 7, Quận Bình Thạnh, Hồ Chí Minh
						"
"
						Hai tầng BTCT 3PN, nhà đầy đủ công năng ngay trung tâm sầm uất
					",https://nhadatvui.vn/ban-nha-rieng-phuong-tan-hung-quan-7/hai-tang-btct-3-pn-nha-day-du-cong-nang-ngay-trung-tam-sam-uat1653645115,https://file.maumau.vn/public/nhadatvui/uploads/images/57f852df163ea35b69fb1b48f2cfb024.jpg,4,Bán,27/5/2022,4.4 tỷ,55 m² ,3,2,"
							Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh
						"
"
						(Tân Phú) 70/ Đô Đốc Long, 4x7m, 2 lầu, chỉ 3.1 tỷ, Tân Quý
					",https://nhadatvui.vn/ban-nha-rieng-phuong-tan-quy-quan-tan-phu/-tan-phu-70-do-doc-long-4x7m-2-lau-chi-3-1-ty-tan-quy1653643936,https://file.maumau.vn/public/nhadatvui/uploads/images/dfc0872ad60961b87bda0c306b02e41b.jpg,6,Bán,27/5/2022,3.1 tỷ,28 m² ,,,"
							Đô Đốc Long, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh
						"
"
						Bán nhà Hoàng Quốc Việt ngõ xe ba gác tránh 35m2, 2,9 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-dich-vong-quan-cau-giay/ban-nha-hoang-quoc-vie-t-ngo-xe-ba-gac-tranh-35m2-2-9-ty1653643817,https://file.maumau.vn/public/nhadatvui/uploads/images/839188ebf672ed13dfd747d4661854c7.jpg,3,Bán,27/5/2022,2.9 tỷ,56 m² ,4,4,"
							Hoàng Quốc Việt, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội
						"
"
						Bán nhà Trần Thái Tông, Cầu Giấy đầu tư siêu lợi nhuận đã full phòng  50Tr/tháng DT65M giá 6 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-dich-vong-hau-quan-cau-giay/ban-nha-tran-thai-tong-cau-giay-dau-tu-sieu-loi-nhuan-da-full-phong-50tr-thang-dt65m-gia-6-ty1653643729,https://file.maumau.vn/public/nhadatvui/uploads/images/7d4d31410769cc2057c6e512cfc68c29.jpg,3,Bán,27/5/2022,6 tỷ,65 m² ,,,"
							Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội
						"
"
						Bán nhà Trần Bình siêu đẹp  nở hậu 2,5m cách bãi gửi xe 100m, DT58M 4tỷ5
					",https://nhadatvui.vn/ban-nha-rieng-phuong-mai-dich-quan-cau-giay/ban-nha-tran-binh-sieu-dep-no-hau-2-5m-cach-bai-gui-xe-100m-dt58m-4ty51653643567,https://file.maumau.vn/public/nhadatvui/uploads/images/a1a587955ae8db117d78f8afadcfcaff.jpg,3,Bán,27/5/2022,45.5 tỷ,58 m² ,,,"
							Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội
						"
"
						Bán nhà Yên Hòa, Cầu Giấy khu dân trí cao DT 56m2 giá 4,8 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-yen-hoa-quan-cau-giay/ban-nha-yen-hoa-cau-giay-khu-dan-tri-cao-dt-56m2-gia-4-8-ty1653643433,https://file.maumau.vn/public/nhadatvui/uploads/images/3a7bbcddb6d770554c59f31e2b8df52f.jpg,3,Bán,27/5/2022,4.8 tỷ,56 m² ,4,4,"
							Khu đô thị Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội
						"
"
						Chỉ 3 tỷ có hộ khẩu Hà Nội. Bán nhà Hai Bà Trưng, ngõ chùa Hưng Kí, 28m2x3T, 3 Ngủ, 2WC, thông thoáng các nẻo
					",https://nhadatvui.vn/ban-nha-rieng-phuong-minh-khai-quan-hai-ba-trung/chi-3-ty-co-ho-khau-ha-noi-ban-nha-hai-ba-trung-ngo-chua-hung-ki-28m2x3t-3-ngu-2wc-thong-thoang-cac-neo1653642639,https://file.maumau.vn/public/nhadatvui/uploads/images/6be41b14b520e0c55c0b5ddd630b3489.jpg,3,Bán,27/5/2022,3 tỷ,28 m² ,3,2,"
							Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội
						"
"
						Nhà mặt tiền Phan Đăng Lưu, Phùng Văn Cung, Phường 2, Quận Phú Nhuận.
					",https://nhadatvui.vn/ban-nha-rieng-phuong-3-quan-phu-nhuan/-nha-mat-tien-phan-dang-luu-phung-van-cung-phuong-2-quan-phu-nhuan-1653642272,https://file.maumau.vn/public/nhadatvui/uploads/images/c7faffdeb5210540efb3cad811835afa.jpg,3,Bán,27/5/2022,360 tỷ,576 m² ,,,"
							Phùng Văn Cung, Phường 3, Quận Phú Nhuận, Hồ Chí Minh
						"
"
						Bán nhà 2 tấng 2PN, Đa Phước 6 quận Ngũ Hành Sơn giá chỉ từ 2 tỷ 400 triệu là có nhà
					",https://nhadatvui.vn/ban-nha-rieng-phuong-khue-my-quan-ngu-hanh-son/ban-nha-2-tang-2pn-da-phuoc-6-quan-ngu-hanh-son-gia-chi-tu-2-ty-400-trieu-la-co-nha1653642129,https://file.maumau.vn/public/nhadatvui/uploads/images/55e9aea4b237d3f36226be03c1eab11a.jpg,3,Bán,27/5/2022,2.4 tỷ,90 m² ,,,"
							Đa Phước 6, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng
						"
"
						Bán nhà mặt tiền đường Giải Phóng, quận Tân Bình
					",https://nhadatvui.vn/ban-nha-rieng-phuong-12-quan-tan-binh/ban-nha-mat-tien-duong-giai-phong-quan-tan-binh1653641536,https://file.maumau.vn/public/nhadatvui/uploads/images/15359debcb3172f82a17df44d389d40c.jpg,3,Bán,27/5/2022,22 tỷ,92 m² ,,,"
							Giải Phóng, Phường 12, Quận Tân Bình, Hồ Chí Minh
						"
"
						Toà nhà Anh Ngữ Việt - Mỹ mặt tiền Phan Xích Long, P2, Q.Phú Nhuận
					",https://nhadatvui.vn/ban-nha-rieng-phuong-2-quan-phu-nhuan/-toa-nha-anh-ngu-viet-my-mat-tien-phan-xich-long-p2-q-phu-nhuan1653640989,https://file.maumau.vn/public/nhadatvui/uploads/images/a17dc2491ca21ce1b50ff5c68df68153.jpg,3,Bán,27/5/2022,470 tỷ,560 m² ,,,"
							Phan Xích Long, Phường 2, Quận Phú Nhuận, Hồ Chí Minh
						"
"
						Chuyển nhượng nhà 4 tầng ô tô đỗ cửa, sổ đỏ chính chủ tại Đại Kim, Hoàng Mai, Hà Nội
					",https://nhadatvui.vn/ban-nha-rieng-phuong-dai-kim-quan-hoang-mai/hot-chuyen-nhuong-nha-4-tang-o-to-do-cua-so-do-chinh-chu-tai-dai-kim-hoang-mai-hn1653640369,https://file.maumau.vn/public/nhadatvui/uploads/images/741b456e25a9ff8e22ba6436031a22c0.jpg,9,Bán,27/5/2022,11.8 tỷ,54 m² ,4,3,"
							Khu đô thị Đại Kim, Phường Đại Kim, Quận Hoàng Mai, Hà Nội
						"
"
						Hẻm xe hơi Thành Thái, Phường 14, Quận 10.
					",https://nhadatvui.vn/ban-nha-rieng-phuong-14-quan-10/hem-xe-hoi-thanh-thai-phuong-14-quan-10-1653639963,https://file.maumau.vn/public/nhadatvui/uploads/images/950771ac40caacfd570fbf5db67a3279.jpg,3,Bán,27/5/2022,13.5 tỷ,92 m² ,,,"
							Thành Thái, Phường 14, Quận 10, Hồ Chí Minh
						"
"
						Mặt tiền Võ Văn Tần, P.5, Q.3, đoạn 2 chiều
					",https://nhadatvui.vn/ban-nha-rieng-phuong-5-quan-3/mat-tien-vo-van-tan-p-5-q-3-doan-2-chieu-1653639504,https://file.maumau.vn/public/nhadatvui/uploads/images/8243cdd936d2959e617c98f0b7b26556.jpg,3,Bán,27/5/2022,45 tỷ,73 m² ,,,"
							Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh
						"
"
						Chính chủ cần bán nhà mới sửa 37m2x4 đẹp long lanh tại Lĩnh Nam, Hoàng Mai, Hà Nội
					",https://nhadatvui.vn/ban-nha-rieng-phuong-linh-nam-quan-hoang-mai/hot-chinh-chu-can-ban-nha-moi-sua-37m2x4-dep-long-lanh-tai-linh-nam-hoang-mai-ha-noi1653639420,https://file.maumau.vn/public/nhadatvui/uploads/images/46d3dd164a94023fed8f28a4ece32b69.jpg,6,Bán,27/5/2022,1 tỷ,37 m² ,5,4,"
							Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội
						"
"
						Nhà C4 hẻm 6m thích hợp xây mới đường Cao Thắng, Phường 12. Quận 10. 
					",https://nhadatvui.vn/ban-nha-rieng-phuong-12-quan-10/nha-c4-hem-6m-thich-hop-xay-moi-duong-cao-thang-phuong-12-quan-10-1653639097,https://file.maumau.vn/public/nhadatvui/uploads/images/d1cf54d67784104f02d923612e082f84.jpg,3,Bán,27/5/2022,22.5 tỷ,150 m² ,,,"
							Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh
						"
"
						Chính chủ cần chuyển nhượng nhà cấp 4 vị trí đẹp ô tô đỗ cửa 71m tại Khương Trung, Thanh Xuân, Hà Nội
					",https://nhadatvui.vn/ban-nha-rieng-phuong-khuong-trung-quan-thanh-xuan/hot-chinh-chu-can-chuyen-nhuong-nha-cap-4-vi-tri-dep-o-to-do-cua-71m-tai-khuong-trung-thanh-xuan-ha-noi1653638715,https://file.maumau.vn/public/nhadatvui/uploads/images/f7f4ae2f3884ca0ddfe422ea47e13cfd.jpg,5,Bán,27/5/2022,8.17 tỷ,71 m² ,Đ.Nam,,"
							Khương Trung , Phường Khương Trung, Quận Thanh Xuân, Hà Nội
						"
"
						Bán mặt tiền Hoa Đào, phường 2, quận Phú Nhuận
					",https://nhadatvui.vn/ban-nha-rieng-phuong-2-quan-phu-nhuan/ban-mat-tien-hoa-dao-phuong-2-quan-phu-nhuan1653638450,https://file.maumau.vn/public/nhadatvui/uploads/images/c1a7937833ef25a9c8ad2aa9b4e6242d.jpg,3,Bán,27/5/2022,39 tỷ,144 m² ,,,"
							Hoa Đào, Phường 2, Quận Phú Nhuận, Hồ Chí Minh
						"
"
						Bán nhà lung linh phân lô gara ôtô 75m2 Hồ Hạ Đình, Thanh Xuân chỉ 9.8 tỷ
					",https://nhadatvui.vn/ban-nha-rieng-phuong-thuong-dinh-quan-thanh-xuan/ban-nha-lung-linh-phan-lo-gara-oto-75m2-ho-ha-dinh_-thanh-xuan-chi-9-8-ty-1653638405,https://file.maumau.vn/public/nhadatvui/uploads/images/2dc5d3dd059e519171f78b317fd9baf1.jpg,3,Bán,27/5/2022,9.8 tỷ,75 m² ,5,5,"
							Đường Khương Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội
						"
